EnsembleID	GeneSymbol/Users/jimmiinguyen/Downloads/GSE131671_LungBasal.coding.qn.txt	SJW-RNA_CRE-2	SJW-RNA_CRE-3	SJW-RNA_WT-1	SJW-RNA_WT-2	SJW-RNA_WT-3
ENSMUSG00000028539	Artn	2.917833333	7.801108333	7.638946667	7.211965	8.9943
ENSMUSG00000025728	Pigq	19.0732	20.7831	21.70458333	25.464	25.99151667
ENSMUSG00000021610	Clptm1l	50.60451667	49.13931667	49.99775	54.12128333	50.60451667
ENSMUSG00000021611	Tert	2.33673	2.549061667	2.75262	2.52593	2.440555
ENSMUSG00000021614	Vcan	68.82626667	61.75995	10.23043	37.8268	30.52626667
ENSMUSG00000021615	Xrcc4	8.865705	7.489543333	8.18341	8.970116667	8.40862
ENSMUSG00000032652	Crebl2	8.290645	6.335825	15.39286667	7.87683	5.215261667
ENSMUSG00000021619	Atg10	2.994146667	2.934618333	3.20379	2.695283333	2.28763
ENSMUSG00000032656	3-Mar	2.008398333	2.595543333	3.617873333	2.777975	1.790093333
ENSMUSG00000032657	Fam189b	2.426216667	3.314848333	4.171053333	3.099645	2.866416667
ENSMUSG00000074179	Gm10639	1.470965	0.634249	1.988758333	1.63128	1.164948333
ENSMUSG00000074170	Plekhf1	9.404145	9.533508333	9.765568333	8.469736667	9.4751
ENSMUSG00000021810	Ecd	11.518	12.59166667	9.573296667	11.77618333	14.11133333
ENSMUSG00000021816	Ppp3cb	26.16973333	28.00788333	35.5898	28.87126667	30.20901667
ENSMUSG00000044072	Eml6	1.39446	1.415178333	1.046476667	1.16281	1.170786667
ENSMUSG00000041645	Ddx24	28.01595	31.35198333	26.83655	28.62476667	27.7847
ENSMUSG00000041642	Kif21b	1.128385	1.575946667	1.500185	1.031943333	1.304716667
ENSMUSG00000031521	Aga	53.66263333	38.77596667	35.24431667	48.85328333	34.86415
ENSMUSG00000031520	Vegfc	8.581153333	6.792631667	1.655271667	4.535398333	3.627321667
ENSMUSG00000031523	Dlc1	21.20746667	15.92938333	19.7807	22.76038333	17.23063333
ENSMUSG00000059518	Znhit1	28.13691667	20.20368333	23.15481667	24.605	26.61873333
ENSMUSG00000027610	Gss	18.9898	16.6214	16.38376667	23.15481667	16.16298333
ENSMUSG00000027611	Procr	24.28295	18.54365	5.778523333	20.77083333	13.95423333
ENSMUSG00000027613	Eif6	77.95023333	82.02381667	39.83158333	61.98713333	74.06178333
ENSMUSG00000027615	Hps3	6.68357	8.474203333	7.868933333	6.259173333	6.929403333
ENSMUSG00000043866	Taf10	67.62065	77.6991	51.25256667	61.33116667	69.88528333
ENSMUSG00000027618	Nfs1	20.59366667	17.95505	15.46680833	19.96901667	16.8847
ENSMUSG00000040511	Pvr	28.1858	27.88538333	20.19105	27.39521667	29.4765
ENSMUSG00000002949	Timm44	34.25125	35.36301667	42.89441667	42.48008333	34.64311667
ENSMUSG00000026563	Tada1	5.257171667	6.182096667	6.36443	6.197526667	7.110695
ENSMUSG00000026565	Pou2f1	2.648491667	3.395675	4.544121667	3.173916667	4.172691667
ENSMUSG00000026566	Mpzl1	11.85791667	14.7553	24.1157	13.23078333	17.46155
ENSMUSG00000026568	Mpc2	15.85365	14.70745	21.95843333	15.10136667	20.19746667
ENSMUSG00000095824	Gm13697	9.09188	10.36637667	2.1682	6.694	6.068355
ENSMUSG00000057375	Yipf1	19.359	17.20613333	18.64445	19.90518333	17.42651667
ENSMUSG00000094441	Zfp955a	6.598336667	5.176303333	4.951213333	5.837046667	4.851678333
ENSMUSG00000061527	Krt5	51.07103333	28.42541667	327.6965	245.5343333	459.5093333
ENSMUSG00000002076	Hsf2bp	0.619392833	1.13527	0.628581167	1.066276667	0.801243167
ENSMUSG00000035901	Dennd5a	22.86006667	22.21158333	21.04438333	21.6885	19.92081667
ENSMUSG00000008763	Man1a2	13.79335	14.71643333	23.07933333	15.81671667	12.31891667
ENSMUSG00000014243	Zswim7	10.8751	8.657311667	7.604015	8.782263333	7.407763333
ENSMUSG00000014245	Pigl	3.213371667	3.028855	2.214318333	3.185595	3.612428333
ENSMUSG00000064326	Siva1	25.5804	25.95498333	17.52756667	21.55531667	27.15048333
ENSMUSG00000095315	Gm10130	2.016955	3.006556667	1.637761667	3.767035	3.603795
ENSMUSG00000031292	Cdkl5	1.045771667	0.864342667	3.044436667	1.11533	0.951914333
ENSMUSG00000030660	Pik3c2a	17.4807	17.61975	26.12931667	18.67465	17.4777
ENSMUSG00000031290	Lrch2	3.876463333	3.79249	1.69825	2.547446667	2.290263333
ENSMUSG00000030663	1110004F10Rik	46.1638	49.32396667	49.54965	43.02646667	52.25683333
ENSMUSG00000054051	Ercc6	3.52751	3.58821	4.627938333	4.267458333	3.759775
ENSMUSG00000001521	Tulp3	19.01546667	17.0576	9.666573333	15.18815	15.1113
ENSMUSG00000078485	Plekhn1	12.42346667	10.08019	8.601931667	15.99893333	10.33104167
ENSMUSG00000078484	Klhl17	5.630606667	6.778381667	7.50425	5.960138333	5.877856667
ENSMUSG00000001524	Gtf2h4	9.482031667	9.622201667	6.845628333	9.802235	10.70925
ENSMUSG00000001525	Tubb5	213.6363333	294.579	106.3486667	184.9075	274.043
ENSMUSG00000014426	Map3k4	3.30983	3.758496667	4.68799	4.255951667	3.870131667
ENSMUSG00000079283	2310009B15Rik	4.017751667	3.917426667	2.868466667	3.26206	4.107178333
ENSMUSG00000015597	Zfp318	3.416091667	4.644628333	6.670596667	4.006575	4.120783333
ENSMUSG00000046671	Mtfr1l	29.0125	27.20365	26.38643333	29.63073333	27.47775
ENSMUSG00000019794	Katna1	14.76065	16.77746667	16.01813333	17.2663	17.78676667
ENSMUSG00000019795	Pcmt1	23.05053333	26.61873333	24.85345	23.85503333	27.9401
ENSMUSG00000019796	Lrp11	9.634701667	8.879961667	1.964658333	6.640186667	7.498593333
ENSMUSG00000019797	1700021F05Rik	12.67193333	13.63498333	11.61025	11.1038	12.94348333
ENSMUSG00000019790	Stxbp5	9.295531667	10.72895	13.27281667	10.8751	11.10551667
ENSMUSG00000019791	Hint3	9.690721667	10.43654833	22.4917	10.41551167	10.63978333
ENSMUSG00000019792	Trmt11	3.23811	2.77541	2.961686667	3.006855	3.609995
ENSMUSG00000066894	Vsig10	6.931665	7.535476667	41.2885	12.74935	10.20660167
ENSMUSG00000066892	Fbxl12	9.738115	10.783575	9.804238333	9.523368333	9.168266667
ENSMUSG00000000693	Loxl3	26.93038333	27.44745	1.519816667	14.40185	13.15706667
ENSMUSG00000000690	Hoxb6	1.079736667	0.304251333	0.2348365	0.5129775	0.203733833
ENSMUSG00000054942	Fam73a	4.36087	4.088076667	6.601618333	4.624503333	4.587286667
ENSMUSG00000041360	D19Bwg1357e	42.16676667	41.58123333	15.97001667	30.4991	33.19055
ENSMUSG00000041361	Myzap	7.717733333	3.959303333	7.96998	11.00096667	5.194863333
ENSMUSG00000041362	4930506M07Rik	18.17261667	23.63503333	21.61796667	18.71601667	29.1061
ENSMUSG00000000346	Dazap2	109.1848333	116.2761667	131.5461667	92.75145	101.0951333
ENSMUSG00000000340	Dbt	4.320161667	5.384095	7.859811667	5.378606667	6.659416667
ENSMUSG00000091803	Cox16	20.7665	15.41345	21.95461667	22.99246667	21.44145
ENSMUSG00000066233	Tmem42	1.595056667	1.926846667	1.461335	1.39446	1.740188333
ENSMUSG00000022070	Bora	3.951248333	5.258376667	2.624556667	5.098913333	7.265306667
ENSMUSG00000066235	Pomgnt2	5.171936667	4.289058333	5.396081667	5.51084	4.029401667
ENSMUSG00000022075	Rhobtb2	5.693706667	5.834968333	5.559306667	5.737263333	6.123813333
ENSMUSG00000022074	Tnfrsf10b	28.71383333	19.89643333	17.21756667	31.24123333	21.19511667
ENSMUSG00000038244	Mical2	22.78995	19.11226667	18.10635	24.86751667	20.11393333
ENSMUSG00000038241	Cep250	27.51111667	29.50505	12.00596667	19.17546667	22.50265
ENSMUSG00000038240	Pdss2	4.483783333	5.232653333	4.616015	5.189713333	6.001711667
ENSMUSG00000014592	Camta1	8.744891667	6.830696667	7.93199	9.21577	9.53174
ENSMUSG00000029836	Cbx3	76.71516667	80.99023333	57.24733333	61.27775	87.14003333
ENSMUSG00000037369	Kdm6a	7.02497	6.748951667	11.76	8.11065	6.731866667
ENSMUSG00000013662	Atad1	54.25071667	46.928	52.05225	48.4539	44.6219
ENSMUSG00000013663	Pten	33.41435	34.2897	25.22788333	28.90046667	28.39188333
ENSMUSG00000029833	Trim24	15.7332	15.64653333	15.49015	17.27911667	14.68158333
ENSMUSG00000057637	Prdm2	7.217465	6.962086667	10.395665	7.76201	6.590393333
ENSMUSG00000028736	Pax7	0.034072633	1.83572	0.171100667	0.024147867	1.715696667
ENSMUSG00000026021	Sumo1	62.14371667	66.08781667	72.80711667	62.19873333	67.6963
ENSMUSG00000052040	Klf13	8.071766667	9.634701667	14.33181667	7.897513333	10.60648333
ENSMUSG00000023852	Chd1	18.881	17.18088333	23.76038333	21.67461667	19.19791667
ENSMUSG00000035851	Ythdc1	32.6083	28.49651667	35.83186667	33.25878333	32.23875
ENSMUSG00000035852	Misp	7.58162	5.949256667	16.95358333	9.787165	6.672036667
ENSMUSG00000028088	Fmo5	0.5641625	0.346315833	1.436871667	0.481516	0.369451167
ENSMUSG00000028089	Chd1l	2.520101667	3.219428333	3.287373333	2.925488333	4.83269
ENSMUSG00000028080	Lrba	6.695393333	8.043928333	14.36048333	9.730175	9.108331667
ENSMUSG00000028081	Rps3a1	734.867	720.1548333	725.1511667	624.1458333	714.0128333
ENSMUSG00000028082	Sh3d19	26.88935	28.93316667	45.82243333	45.40656667	38.86938333
ENSMUSG00000028085	Pet112	3.123293333	5.08138	2.728578333	3.29015	3.769823333
ENSMUSG00000028086	Fbxw7	9.29721	7.93199	7.78461	10.83218333	8.677591667
ENSMUSG00000039114	Nrn1	3.778286667	3.084540833	2.761785	2.271668333	2.980466667
ENSMUSG00000039116	Gpr126	26.74485	27.66353333	45.39965	29.961	26.63408333
ENSMUSG00000039117	Taf4a	6.694	7.358721667	9.503096667	7.628945	7.728966667
ENSMUSG00000039110	Mycbpap	0.905745667	0.718372	1.944863333	1.548863333	0.802186667
ENSMUSG00000021752	Kctd6	3.036595	3.108396667	4.737856667	3.501995	4.478288333
ENSMUSG00000021751	Acox2	2.284981667	2.264166667	4.114311667	2.875153333	2.194131667
ENSMUSG00000021756	Il6st	29.46986667	30.03795	45.15038333	26.20616667	23.31505
ENSMUSG00000060301	2610008E11Rik	4.31561	3.114995	4.162005	3.48291	2.850828333
ENSMUSG00000021754	Map3k1	2.196476667	2.681793333	11.92993333	3.782518333	3.14301
ENSMUSG00000071281	Zfp71-rs1	3.699366667	4.010291667	3.881373333	3.385716667	3.152126667
ENSMUSG00000013089	Etv5	7.067951667	11.63155	2.989733333	8.02534	12.83118333
ENSMUSG00000053398	Phgdh	97.28173333	119.8233333	62.9056	109.2611667	135.0731667
ENSMUSG00000053390	Zfp952	2.063725	2.49973	4.583956667	2.00645	2.215131667
ENSMUSG00000068686	Cd59b	3.26206	3.081955	2.611333333	3.149223333	2.521181667
ENSMUSG00000032850	Rnft2	2.243598333	2.151935	0.776132833	2.75262	1.55661
ENSMUSG00000039801	2410089E03Rik	4.963763333	5.584806667	5.817545	5.43973	4.748658333
ENSMUSG00000032855	Pkd1	6.3715	6.232683333	8.815608333	6.107076667	4.967721667
ENSMUSG00000039804	Ncoa5	13.03303333	13.0291	9.245726667	11.44201667	13.52168333
ENSMUSG00000020610	Amz2	19.47451667	18.14051667	15.93133333	15.74303333	17.06071667
ENSMUSG00000033187	BC016579	0.756118167	0.532542833	1.101646667	1.340111667	1.174943333
ENSMUSG00000020083	2010107G23Rik	5.168463333	5.864781667	8.639803333	5.230795	6.573381667
ENSMUSG00000020085	Aifm2	10.85136667	12.26316667	11.55095	9.15437	7.809148333
ENSMUSG00000063652	Slc22a21	0.763621	0.774245167	3.74889	1.804551667	1.439031667
ENSMUSG00000020087	Tysnd1	3.733081667	3.970276667	4.223081667	4.05296	5.423416667
ENSMUSG00000020088	Sar1a	42.36285	44.17321667	42.20295	38.94663333	43.71548333
ENSMUSG00000020089	Ppa1	44.34363333	44.76751667	26.57815	49.59393333	61.37961667
ENSMUSG00000022817	Itgb5	52.07041667	57.91035	62.61573333	41.76848333	41.45573333
ENSMUSG00000022811	Zfp148	17.52036667	16.60405	16.92615	16.56103333	14.82985
ENSMUSG00000063659	Zbtb18	10.16026	10.04078333	16.53611667	12.540725	11.6587
ENSMUSG00000022812	Gsk3b	18.3194	21.08016667	26.3341	19.18066667	18.00155
ENSMUSG00000072258	Taf1a	5.486023333	5.94607	5.403705	6.720846667	6.914425
ENSMUSG00000030980	Knop1	32.53925	30.36275	23.88616667	31.31463333	31.69946667
ENSMUSG00000030982	9030624J02Rik	18.34168333	18.40491667	15.48046667	17.06071667	16.89848333
ENSMUSG00000030983	Bccip	28.46515	30.42976667	27.06666667	26.40963333	30.87671667
ENSMUSG00000054555	Adam12	14.65943333	24.96845	3.622753333	22.28341667	29.70815
ENSMUSG00000030986	Dhx32	10.39285	11.99183333	14.15951667	13.38086667	15.0194
ENSMUSG00000027368	Dusp2	0.604426	1.29402	0.21475	0.495167667	0.254534083
ENSMUSG00000004127	Trmt10a	7.785611667	7.994468333	4.260318333	5.979386667	8.09254
ENSMUSG00000048368	Omd	0.0732459	0.132599333	1.424191667	0.151495333	0.144978
ENSMUSG00000027361	Gabpb1	13.1618	17.18558333	12.25516667	16.00613333	15.83068333
ENSMUSG00000027363	Usp8	22.83526667	19.95395	23.61206667	24.67538333	18.30281667
ENSMUSG00000027365	Trpm7	17.09595	16.11158333	24.77148333	18.71786667	16.81898333
ENSMUSG00000027366	Sppl2a	49.17795	40.60751667	65.73658333	53.18148333	43.35805
ENSMUSG00000027367	Stard7	14.46565	15.3504	20.42828333	14.53768333	16.30565
ENSMUSG00000033721	Vav3	4.216246667	4.910778333	8.136821667	5.348188333	3.961415
ENSMUSG00000033720	Sfxn5	3.1947425	3.509708333	2.101365	2.16992	3.374296667
ENSMUSG00000033722	BC034090	3.183205	3.16651	0.537460667	2.326041667	1.862416667
ENSMUSG00000033728	Lrrc14	10.98841667	10.68886667	5.30833	9.083646667	8.61898
ENSMUSG00000037405	Icam1	6.842386667	6.193975	35.61003333	12.83048333	10.89276667
ENSMUSG00000037400	Atp11b	26.17863333	22.97033333	51.85945	36.6512	32.43021667
ENSMUSG00000037408	Cnnm4	14.93816667	14.95766667	9.86559	19.45576667	16.73208333
ENSMUSG00000020260	Pofut2	23.3342	24.29108333	19.29835	18.89418333	21.09466667
ENSMUSG00000020262	Adarb1	2.736138333	3.375783333	1.126801667	2.35055	2.84634
ENSMUSG00000027944	Hax1	45.42305	41.87395	36.14111667	44.54048333	43.93578333
ENSMUSG00000027947	Il6ra	2.900348333	3.204751667	2.886103333	2.174136667	2.136026667
ENSMUSG00000027940	Tpm3	143.6055	184.9075	124.1146667	132.666	183.392
ENSMUSG00000027942	4933434E20Rik	29.27188333	30.0113	30.5098	28.84056667	28.5838
ENSMUSG00000053560	Ier2	12.55556667	18.2947	15.03411667	11.35106667	17.12548333
ENSMUSG00000031762	Mt2	131.729	183.392	352.011	137.035	145.5086667
ENSMUSG00000031767	Nudt7	5.013065	4.669003333	6.580765	5.479806667	5.73033
ENSMUSG00000031765	Mt1	203.9275	293.4791667	564.2991667	188.298	248.2553333
ENSMUSG00000026019	Wdr12	12.7674	14.77036667	7.987066667	10.48758333	14.08958333
ENSMUSG00000026018	Ica1l	1.041606667	0.2428965	0.232457167	0.895722	0.179376667
ENSMUSG00000023068	Nus1	20.50628333	19.21593333	21.43343333	22.57395	22.99246667
ENSMUSG00000023067	Cdkn1a	291.9856667	257.2108333	187.4091667	249.4266667	212.541
ENSMUSG00000026014	Raph1	5.64674	7.58264	13.2297	6.978841667	8.544673333
ENSMUSG00000026017	Carf	2.544711667	5.018526667	3.503046667	3.459653333	2.750756667
ENSMUSG00000023064	Sncg	30.11701667	13.9882	27.24671667	66.04208333	42.08448333
ENSMUSG00000073617	Hdac4	4.088945	4.495385	4.354088333	4.613416667	4.21954
ENSMUSG00000073616	Myeov2	71.80938333	72.36308333	70.08368333	61.40623333	79.48995
ENSMUSG00000009614	Sardh	6.971573333	4.95586	1.637256667	3.509708333	3.194456667
ENSMUSG00000039787	Cercam	0.923986167	1.169878333	1.0911	0.8773155	1.083546667
ENSMUSG00000039959	Hip1	5.655643333	5.35875	1.472288333	3.820015	3.85345
ENSMUSG00000045917	6330416G13Rik	2.289526667	2.063725	2.278243333	2.053301667	2.840085
ENSMUSG00000032549	Rab6b	9.996263333	9.859343333	3.480258333	7.067951667	7.331913333
ENSMUSG00000042496	Prdm10	2.642711667	3.383315	4.720846667	3.63732	3.3461
ENSMUSG00000059898	Dsc3	0.029583017	0.0207375	2.074561667	0.2440345	2.539565
ENSMUSG00000059897	Zfp930	6.27894	6.101871667	4.750653333	6.784303333	5.595616667
ENSMUSG00000059895	Ptp4a3	10.43961833	6.842386667	7.446543333	14.9228	9.917318333
ENSMUSG00000007570	Fance	10.22146667	14.8548	9.96212	8.998696667	10.01476833
ENSMUSG00000046798	Cldn12	12.36918333	13.69203333	16.97291667	12.86348333	15.81671667
ENSMUSG00000069895	Atxn1l	7.418748333	8.616828333	10.09878667	7.661335	8.902625
ENSMUSG00000034848	Ttc21b	7.714203333	7.555785	5.132668333	7.388848333	6.365918333
ENSMUSG00000043542	Zc2hc1a	15.14713333	12.44008333	21.55771667	14.2268	11.29941667
ENSMUSG00000054400	Cklf	5.883291667	4.858775	7.078788333	6.4162	9.49711
ENSMUSG00000039438	Ttc36	0.151667	0	0.814245667	1.073386667	0.175517167
ENSMUSG00000028128	F3	544.622	320.6183333	802.6023333	513.6326667	310.774
ENSMUSG00000045268	Zfp691	2.231686667	1.71794	2.878341667	2.764625	1.614006667
ENSMUSG00000032449	Slc25a36	47.66715	46.81318333	147.148	49.97853333	40.44056667
ENSMUSG00000032440	Tgfbr2	48.2502	47.30363333	53.33755	54.5483	48.935
ENSMUSG00000044795	Cyb5d1	12.48228333	10.50953333	12.3981	10.78413333	9.939288333
ENSMUSG00000044792	Isca1	14.17433333	14.34936667	14.04951667	11.33146667	14.07855
ENSMUSG00000044791	Setd2	18.3848	19.10291667	26.32166667	20.96353333	21.06493333
ENSMUSG00000079511	Ccdc142	2.226075	2.575116667	2.023921667	1.525226667	2.019496667
ENSMUSG00000036422	Pcdh8	0.191721167	1.098416667	0.2907705	0.138566167	0.623477667
ENSMUSG00000026579	F5	0.189803167	0.842942167	1.021831167	0.232336667	0.992656667
ENSMUSG00000044134	Fam109a	2.835463333	2.317255	3.089555	2.868466667	2.48812
ENSMUSG00000041560	Gltscr2	38.2202	37.83458333	39.01253333	35.34658333	39.8999
ENSMUSG00000024570	Rbfa	9.533508333	10.00061833	6.853091667	9.49181	8.717605
ENSMUSG00000024571	Gm16286	68.38041667	64.29776667	48.80816667	70.33233333	62.36798333
ENSMUSG00000050621	Gm9846	942.1768333	920.0366667	1214.991667	806.1866667	970.5275
ENSMUSG00000050627	Gpd1l	6.35788	7.198828333	31.8233	7.225911667	7.703008333
ENSMUSG00000024579	Pcyox1l	6.893926667	7.420645	4.046443333	7.30093	6.694
ENSMUSG00000050628	Ubald2	21.45778333	27.9273	15.64653333	21.4678	27.50331667
ENSMUSG00000059708	Akap17b	1.3917	0.700979167	1.566101667	1.715696667	0.9290745
ENSMUSG00000027002	Nckap1	49.97853333	46.87235	48.5144	58.07866667	47.4185
ENSMUSG00000027007	Ssfa2	16.43335	14.94845	23.18009167	21.11678333	18.89678333
ENSMUSG00000027006	Dnajc10	48.08936667	48.80816667	49.27891667	45.6975	43.0923
ENSMUSG00000014856	Tmem208	21.58978333	18.00155	22.76038333	25.42491667	22.3961
ENSMUSG00000014850	Msh3	3.053023333	4.122618333	2.099893333	2.835463333	3.965585
ENSMUSG00000056708	Ier5	20.50313333	15.78771667	14.29931667	18.75521667	16.00790833
ENSMUSG00000000811	Txnrd3	3.85345	4.20001	3.158131667	3.208961667	4.414773333
ENSMUSG00000051285	Pcmtd1	19.17195	16.44541667	40.425	19.84128333	16.447
ENSMUSG00000003644	Rps6ka1	11.68561667	12.68833333	15.49825	15.05043333	16.48451667
ENSMUSG00000015812	Gnrh1	0.963119667	0.6059195	1.647771667	0.675393167	0.835017167
ENSMUSG00000057342	Sphk2	6.670596667	6.21737	7.750648333	7.659766667	6.548088333
ENSMUSG00000012848	Rps5	575.037	561.8161667	525.1676667	476.2466667	538.6916667
ENSMUSG00000093930	Hmgcs1	72.92783333	69.7485	73.78383333	86.44861667	82.3301
ENSMUSG00000016541	Atxn10	91.74896667	90.83818333	92.3671	76.01151667	73.26445
ENSMUSG00000053626	Tll1	1.877313333	1.992831667	2.0771	4.03635	1.964658333
ENSMUSG00000036114	Rpp25l	9.361688333	10.90246667	9.289121667	8.338578333	11.8638
ENSMUSG00000036111	Lmo1	0.067637167	0.5063755	0.461728167	0.346799667	1.002336333
ENSMUSG00000036112	Metap2	130.1183333	149.5681667	99.89248333	118.2128333	148.7983333
ENSMUSG00000061517	Sox21	7.95877	8.88725	22.58953333	11.1982	12.51131667
ENSMUSG00000038429	Usp5	51.80151667	55.27731667	31.1842	47.24186667	44.81653333
ENSMUSG00000038425	Poli	4.329691667	3.169588333	4.163273333	4.312856667	3.813975
ENSMUSG00000038422	Hdhd3	2.841428333	2.771663333	1.830158333	2.403138333	2.264738333
ENSMUSG00000051910	Sox6	0.833639167	0.436548333	2.716148333	1.22071	0.7380285
ENSMUSG00000014039	Prdm15	3.664895	4.148565	3.135906667	4.448043333	3.77253
ENSMUSG00000078502	Gm13212	4.461506667	3.95689	1.615465	2.697628333	2.299298333
ENSMUSG00000030610	Det1	3.285851667	2.359016667	2.955315	3.685253333	3.903416667
ENSMUSG00000037643	Prkci	57.99273333	57.8129	104.0509833	70.89588333	67.51055
ENSMUSG00000037640	Zfp60	5.390741667	3.529891667	4.78566	5.416635	3.653825
ENSMUSG00000030613	Ccdc90b	4.304093333	4.761865	6.287056667	4.68799	5.30833
ENSMUSG00000030615	Tmem126a	17.9713	20.98526667	14.92956667	21.26661667	22.16661667
ENSMUSG00000030145	Zfp248	3.131048333	3.285851667	0.923986167	1.807521667	2.063725
ENSMUSG00000039774	Galnt12	1.666786667	2.915615	4.407601667	2.066841667	3.046633333
ENSMUSG00000063245	Gm13248	3.259811667	3.542738333	5.42229	4.059341667	3.642533333
ENSMUSG00000039770	Ypel5	13.25943333	10.05224167	21.12441667	13.91461667	10.4307
ENSMUSG00000039771	Polr2j	34.76973333	33.66951667	22.62995	28.27736667	37.3135
ENSMUSG00000031568	Rwdd4a	11.57321667	12.47318333	8.134508333	10.90526667	12.28098333
ENSMUSG00000055116	Arntl	4.325495	4.151813333	4.010291667	3.707326667	3.416091667
ENSMUSG00000031562	Dctd	17.116125	18.3848	9.376696667	18.30045	21.84403333
ENSMUSG00000031565	Fgfr1	57.07858333	61.45096667	12.0324	40.63216667	35.99103333
ENSMUSG00000037395	Rcor3	4.829638333	4.3924	7.50035	4.858775	4.537931667
ENSMUSG00000039483	Asb6	14.2919	14.11585	10.86435	14.47973333	14.17433333
ENSMUSG00000039480	Nt5dc1	2.670651667	3.739435	5.257171667	3.498163333	4.24088
ENSMUSG00000025956	Mettl21a	9.558238333	8.368163333	10.35947167	7.604015	6.847101667
ENSMUSG00000025950	Idh1	40.65928333	44.6219	51.36836667	33.6528	47.11946667
ENSMUSG00000025959	Klf7	9.055883333	9.233073333	9.892083333	8.715843333	8.017938333
ENSMUSG00000025958	Creb1	6.59706	6.617203333	9.379823333	7.135183333	7.643956667
ENSMUSG00000042606	Hirip3	18.48053333	26.627	12.71583333	14.8225	25.95498333
ENSMUSG00000056004	9330182L06Rik	0.396949	0.880926333	1.406323333	0.522078833	1.805265
ENSMUSG00000062115	Rai1	13.37771667	12.6342	12.72843333	13.3056	13.7451
ENSMUSG00000062116	Zfp954	2.84409	2.161768333	2.875153333	3.14875	2.49973
ENSMUSG00000062110	Scfd2	3.714165	1.898555	3.767035	3.354713333	2.595543333
ENSMUSG00000036934	4921524J17Rik	9.337891667	7.513603333	7.407763333	9.746511667	9.277546667
ENSMUSG00000036932	Aifm1	25.00045	20.39471667	23.3847	25.81955	26.43675
ENSMUSG00000011877	Git1	23.7039	26.22461667	19.66521667	19.52411667	20.72016667
ENSMUSG00000022601	Rpl24	5.884396667	5.1423	6.750215	6.587426667	5.50151
ENSMUSG00000022602	Arc	0.864342667	0.828801667	1.606006667	1.366368333	1.251023333
ENSMUSG00000022604	Cep97	2.44207	2.760256667	2.174136667	1.904711667	1.798161667
ENSMUSG00000029650	Slc46a3	0.2365635	0.7565595	1.408721667	0.309160667	0.4091535
ENSMUSG00000022607	Ptk2	32.36921667	32.56573333	17.26875	29.18886667	27.66353333
ENSMUSG00000029659	Medag	6.69751	6.831876667	6.030493333	4.653605	5.168463333
ENSMUSG00000038168	Leprel1	3.418283333	2.69954	7.070035	3.834106667	2.340413333
ENSMUSG00000038160	Atg5	9.684931667	10.12228667	10.20049167	9.59283	10.60165
ENSMUSG00000038167	Plekhg6	4.09261	3.258346667	10.055435	6.75685	4.283156667
ENSMUSG00000025371	Chmp6	22.60268333	34.56238333	16.76326667	21.50116667	29.23796667
ENSMUSG00000025373	Rnf41	7.156243333	7.223646667	7.571095	7.189846667	7.031825
ENSMUSG00000025372	Baiap2	72.0067	81.75833333	59.38791667	77.00096667	69.28518333
ENSMUSG00000025374	Nabp2	25.06653333	23.6583	21.79378333	21.43343333	22.14936667
ENSMUSG00000025377	Enthd2	15.02023333	13.55505	8.998696667	14.47818333	11.66265
ENSMUSG00000078747	Gm20878	0.942619833	1.09988	1.197638333	0.820251333	0.321395833
ENSMUSG00000013787	Ehmt2	48.60875	51.54968333	40.14981667	43.57416667	46.11301667
ENSMUSG00000028291	Akirin2	30.55536667	27.98376667	38.3053	31.1842	28.43043333
ENSMUSG00000028292	Rars2	9.9255	12.72218333	10.15338	10.73263333	11.0612
ENSMUSG00000028295	Smim8	7.6153	6.715891667	7.211965	6.994173333	7.730965
ENSMUSG00000028294	1700003M02Rik	0.106181983	0.176005333	1.375135	0.190606	0.2016285
ENSMUSG00000049971	Glt1d1	0.793741167	1.763205	1.033496667	1.422546667	3.002091667
ENSMUSG00000068184	Ndufaf2	16.09906667	13.52168333	10.06461333	10.04436833	16.63501667
ENSMUSG00000022956	Atp5o	88.48751667	105.0425	82.40665	77.15751667	96.0178
ENSMUSG00000071369	Map3k5	4.594221667	4.569638333	14.28678333	5.86832	4.787946667
ENSMUSG00000022957	Itsn1	9.077696667	9.281385	11.00493333	9.108331667	11.75583333
ENSMUSG00000032135	Mcam	122.1946667	114.2693333	18.2947	149.5681667	139.4935
ENSMUSG00000032134	Muc16	4.56895	1.431465	21.09466667	8.652863333	1.827916667
ENSMUSG00000071362	Gm10330	1.61946	1.640646667	4.126898333	2.632771667	2.204411667
ENSMUSG00000024777	Ppp2r5b	14.21415	13.68525	8.492485	13.63498333	11.39401667
ENSMUSG00000024774	Ankrd22	0.724832333	1.252505	1.6951	1.988225	1.734141667
ENSMUSG00000024773	Atg2a	6.897578333	6.720005	5.33448	7.25965	5.687251667
ENSMUSG00000060538	Tmem219	13.91245	12.9675	11.01491667	12.06345	11.00705
ENSMUSG00000024778	Fas	21.075	19.56373333	5.665781667	13.65538333	12.40911667
ENSMUSG00000026739	Bmi1	11.4963	11.1038	13.40853333	10.25974667	12.23203333
ENSMUSG00000026730	Pter	9.249116667	11.97496667	6.41113	9.689745	12.24241667
ENSMUSG00000026737	Pip4k2a	3.478065	3.303345	1.3886	3.355943333	3.8173
